id,src_id,paper_id,paper_citation_APA,paper_doi,study_source,latitude,longitude,year,cropping_system_category,cropping_system_classification,CC_species,CC_types,cash_crop_specices,cash_crop_specices2,co2_cc,co2_cc_sd,co2_no_cc,co2_no_cc_sd,co2_n,co2_unit,tillage,residue_management,SOC_initial,SOC_initial_Unit,n2o_cc,n2o_no_cc,n2o_cc_sd,n2o_no_cc_sd,n2o_unit,FerStatus,N_fertilization,N_fertilization_unit,ch4_cc,ch4_no_cc,ch4_cc_sd,ch4_no_cc_sd,ch4_unit,duplicated_src,country,Trail/Commercial,region_state,specific_location,alt_m,soil_texture,prep,tem,dryland/non dryland,mixture_types,mixture_propotion,CC_plant_date,CC_end_date,CC.days,CC.duration,CC.aid,CC_plant_type,CC_plant_rate,CC_end_type,Plot_Area_ha,replications,nextMC_plant_date,MC_end_date,MC.days,MC _history,cash_crop_type,GHG-season,samplesize,SD,management combination,Initial_SOC,Initial_C_unit,Initial_TC,Initial_TN,Unnamed: 73,irrigation,irrigation_mm,BD,BD_unit,CEC,pH,soil_no3,soil_no3_unit,soil_nh4,soil_nh4_unit,soilTexture,TopographicalPosition,soilMoisture,soilMoisture_unite,WFPS,soilTem,cc_Dry_Biomass,ccBiomass_raw,CN_ratio,ccResidualsInput,cash_crop_season,manul checked & revised
445,667,128,"Preza-Fontes, G., Tomlinson, P. J., Roozeboom, K. L., Warren, J., & Ruiz Diaz, D. A. (2020). Nitrogen fertilization offsets the N2O mitigating effects of cover‐crops and double‐crop soybean in a wheat–sorghum system. Agronomy Journal, 112(2), 772-785.",,4,39.1833333333333,-96.5833333333333,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,2.0114,1.2414,0.723,0.4462,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,673,59,"Duan, Y. F., Hallin, S., Jones, C. M., Priemé, A., Labouriau, R., & Petersen, S. O. (2018). Catch crop residues stimulate N2O emissions during spring, without affecting the genetic potential for nitrite and N2O reduction. Frontiers in microbiology, 9, 2629.",,4,56.5,9.56666666666667,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,1.2571,0.3929,0.4519,0.1412,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,674,59,"Duan, Y. F., Hallin, S., Jones, C. M., Priemé, A., Labouriau, R., & Petersen, S. O. (2018). Catch crop residues stimulate N2O emissions during spring, without affecting the genetic potential for nitrite and N2O reduction. Frontiers in microbiology, 9, 2629.",,4,56.5,9.56666666666667,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,1.2414,0.3143,0.4462,0.113,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,675,59,"Duan, Y. F., Hallin, S., Jones, C. M., Priemé, A., Labouriau, R., & Petersen, S. O. (2018). Catch crop residues stimulate N2O emissions during spring, without affecting the genetic potential for nitrite and N2O reduction. Frontiers in microbiology, 9, 2629.",,4,56.5,9.56666666666667,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,1.43,0.2829,0.514,0.1017,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,676,59,"Duan, Y. F., Hallin, S., Jones, C. M., Priemé, A., Labouriau, R., & Petersen, S. O. (2018). Catch crop residues stimulate N2O emissions during spring, without affecting the genetic potential for nitrite and N2O reduction. Frontiers in microbiology, 9, 2629.",,4,56.5,9.56666666666667,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,2.1843,0.44,0.7851,0.1582,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,773,98,"Singh, H., Kandel, T. P., Gowda, P. H., Northup, B. K., Kakani, V. G., & Baath, G. S. (2020). Soil N2O emissions following termination of grass pea and oat cover crop residues with different maturity levels. Journal of Plant Nutrition and Soil Science, 183(6), 734-744.",,4,35.5730555555556,-98.0369444444444,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,3.7823,2.2721,0.377,0.2592,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,774,98,"Singh, H., Kandel, T. P., Gowda, P. H., Northup, B. K., Kakani, V. G., & Baath, G. S. (2020). Soil N2O emissions following termination of grass pea and oat cover crop residues with different maturity levels. Journal of Plant Nutrition and Soil Science, 183(6), 734-744.",,4,35.5730555555556,-98.0369444444444,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,3.483,2.2721,0.8012,0.2592,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,775,98,"Singh, H., Kandel, T. P., Gowda, P. H., Northup, B. K., Kakani, V. G., & Baath, G. S. (2020). Soil N2O emissions following termination of grass pea and oat cover crop residues with different maturity levels. Journal of Plant Nutrition and Soil Science, 183(6), 734-744.",,4,35.5730555555556,-98.0369444444444,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,4.2857,2.2721,0.6363,0.2592,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,776,98,"Singh, H., Kandel, T. P., Gowda, P. H., Northup, B. K., Kakani, V. G., & Baath, G. S. (2020). Soil N2O emissions following termination of grass pea and oat cover crop residues with different maturity levels. Journal of Plant Nutrition and Soil Science, 183(6), 734-744.",,4,35.5730555555556,-98.0369444444444,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,4.1905,2.2721,1.5317,0.2592,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,849,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,4.1313,5.5507,1.0536,1.4048,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,850,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,7.629,5.5507,1.8877,1.4048,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,851,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,mixture,,,,,,,,,,,,,11.1267,5.5507,2.8096,1.4048,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,852,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,3.9539,4.841,1.1414,1.6243,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,853,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,4.7903,4.841,1.4048,1.6243,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,854,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,mixture,,,,,,,,,,,,,6.3364,4.841,1.8438,1.6243,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,855,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,7.0252,8.3986,1.8298,2.1957,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,856,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,11.3565,8.3986,2.8362,2.1957,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,857,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,mixture,,,,,,,,,,,,,14.7371,8.3986,3.6596,2.1957,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,858,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,8.2401,5.8103,3.4766,2.3787,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,859,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,17.2197,5.8103,5.6723,2.3787,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,860,58,"Davis, B. W., Mirsky, S. B., Needelman, B. A., Cavigelli, M. A., & Yarwood, S. A. (2019). Nitrous oxide emissions increase exponentially with organic N rate from cover crops and applied poultry litter. Agriculture, Ecosystems & Environment, 272, 165-174.",,4,39.018,-76.943,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,mixture,,,,,,,,,,,,,19.491,5.8103,8.1425,2.3787,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,895,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,518.5185,453.7037,64.15,16.0375,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6398.0,,34,2.57,,
480,896,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,759.2593,453.7037,32.075,16.0375,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6903.0,,23.6,2.78,,
481,897,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,1759.2593,453.7037,224.5251,16.0375,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6525.0,,13.5,2.619,,
482,898,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,1175.9259,388.8889,192.4501,48.1125,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6442.0,,34,2.589,,
483,899,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,1712.963,388.8889,16.0375,48.1125,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6858.0,,23.6,2.766,,
484,900,76,"Lee, C. H., Kim, S. Y., Villamil, M. B., Pramanik, P., Hong, C. O., & Kim, P. J. (2012). Different response of silicate fertilizer having electron acceptors on methane emission in rice paddy soil under green manuring. Biology and Fertility of Soils, 48, 435-442.",,4,35.1490277777778,128.096333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,2250.0,388.8889,192.4501,48.1125,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,6498.0,,13.5,2.608,,
497,913,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,2.4554,1.7351,1.1131,0.7202,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,914,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,1.7351,1.7351,0.9821,0.7202,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,915,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,1.9315,1.7351,0.6548,0.7202,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,916,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,2.0405,0.7036,1.2665,0.4925,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,917,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,1.2665,0.7036,0.9147,0.4925,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,918,83,"Mahama, G. Y., Prasad, P. V. V., Roozeboom, K. L., Nippert, J. B., & Rice, C. W. (2020). Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a no-tillage sorghum production system. Sustainability, 12(11), 4403.",,4,39.1916666666667,-96.5916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,0.9851,0.7036,0.9147,0.4925,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,919,99,"Singh, J., & Kumar, S. (2021). Responses of soil microbial community structure and greenhouse gas fluxes to crop rotations that include winter cover crops. Geoderma, 385, 114843.",,4,43.0494444444444,-96.8916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,mixture,Corn-soybean rotation,UPLAND/DRYLAND,,,,,,,,,,,2.11,2.04,0.24,0.24,,,,,0.69,0.5,0.2,0.18,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,920,99,"Singh, J., & Kumar, S. (2021). Responses of soil microbial community structure and greenhouse gas fluxes to crop rotations that include winter cover crops. Geoderma, 385, 114843.",,4,43.0494444444444,-96.8916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,Corn-soybean rotation,UPLAND/DRYLAND,,,,,,,,,,,5.07,5.17,0.54,0.82,,,,,0.01,0.23,1.02,0.7,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,921,99,"Singh, J., & Kumar, S. (2021). Responses of soil microbial community structure and greenhouse gas fluxes to crop rotations that include winter cover crops. Geoderma, 385, 114843.",,4,43.0494444444444,-96.8916666666667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,5.25,5.19,0.94,1.6,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,941,71,"Kandel, T. P., Gowda, P. H., Northup, B. K., & Rocateli, A. C. (2020). Winter wheat yield and nitrous oxide emissions in response to cowpea-based green manure and nitrogen fertilization. Experimental Agriculture, 56(2), 239-254.",,4,35.5730555555556,-98.0369444444444,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,1.8736,0.5353,0.9272,0.6181,,no,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,furrow irrigation,,,,,,48.99631676 μg g soil−1,,,,,,,,0.5,,,,,,,
507,991,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.0971,0.8389,0.3943,0.3015,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,992,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.1293,0.8389,0.4059,0.3015,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,993,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,0.8712,0.8389,0.3131,0.3015,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,994,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.3552,1.1616,0.4871,0.4175,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,995,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.4197,1.1616,0.5103,0.4175,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,996,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.1939,1.1616,0.4291,0.4175,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,997,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.3875,1.2907,0.4987,0.4639,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,998,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.4197,1.2907,0.5103,0.4639,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,999,109,"Yao, Z., Zhang, D., Yao, P., Zhao, N., Liu, N., Zhai, B., ... & Gao, Y. (2017). Coupling life-cycle assessment and the RothC model to estimate the carbon footprint of green manure-based wheat production in China. Science of the Total Environment, 607, 433-442.",,4,35.2,107.733333333333,,Mediterranean–semiarid upland cropland,lat=35.20 subtropical/Med zone,,legume,,,,,,,,,,,,,1.1939,1.2907,0.4291,0.4639,,yes,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
